"","NAME_0","NAME_1","codes","temp_mean","agri_gc_mean","barren_gc_mean","ttime_mean_mean","urban_gc_mean","cmr_mean_mean","imr_mean_mean","Battles","Riots","Protests","Armed.clash","Violence.against.civilians","Abduction.forced.disappearance","Attack","Sexual.violence","Mob.violence","Violent.demonstration","Excessive.force.against.protesters","Peaceful.protest","Protest.with.intervention","fatalities","area_km_2","road_length_km","road_density","Homicide_mean","Population_mean","Rate_mean","Homicide_obs","Rate_obs","Population_obs","capital_name","country_capital","capital_coordinates","distance_capital"
"17","Argentina","Santa Cruz","ARG_nat",7.392158051617,1.74008147715287,10.2203782742038,461.171548280255,0.0222929943949045,4.58556490573248,132.628512101911,0,0,14,0,0,0,0,0,0,0,0,14,0,0,244457.631448691,15587.8477728487,0.0637650282401612,13.3684210526316,274990.731394727,4.86140786812275,19,19,19,"Rio Gallegos",0,"c(-69.2166666666667, -51.6333330555555)",2080.14640039987
"18","Argentina","Chubut","ARG_nat",10.7410056243853,1.66572088629921,13.9511995720472,387.278460629921,0.0155536097637795,4.72785900551181,211.831111811024,0,4,50,0,0,0,0,0,0,4,0,50,0,0,224272.970100438,12994.2517507168,0.0579394464919133,45.5789473684211,511621.698025881,8.90872055354373,19,19,19,"Rawson",0,"c(-65.1, -43.2999997222222)",1123.87903943958
"19","Argentina","Río Negro","ARG_nat",12.584361086899,1.26743478352101,4.93059635470588,351.479836386555,0.0029308018487395,4.97899011864407,158.284560169492,0,0,9,0,0,0,0,0,0,0,0,9,0,0,202197.20882683,11333.0899771619,0.0560496855664709,41.3684210526316,647020.763279507,6.39367751398741,19,19,19,"Viedma",0,"c(-62.9999991666667, -40.8000005555555)",796.292548595275
"20","Argentina","Buenos Aires","ARG_nat",15.4001248871496,58.1103487028,0.33374820818,179.405126644295,0.210268633726667,4.99808205333333,161.004914,0,6,98,0,0,0,0,0,2,4,0,94,4,0,305674.627390032,26874.4241061925,0.0879183998215904,1354.05263157895,18641949.8730755,7.26347104674175,19,19,19,"Buenos Aires",1,"c(-58.4499997222222, -34.6000002777778)",0
"21","Argentina","Corrientes","ARG_nat",20.6766867855676,34.8438861846154,0.0553881049038462,288.188042884615,0.00409544230769231,4.56990923076923,179.225744230769,0,0,5,0,0,0,0,0,0,0,0,5,0,0,89123.3095743162,5785.1238116029,0.0649114562647488,45.2631578947368,1018616.93333748,4.44358977485606,19,19,19,"Corrientes",0,"c(-58.8323255555555, -27.4706522222222)",791.276223922192
"22","Argentina","Misiones","ARG_nat",20.8352445137117,37.9935500869565,0.00147611382608696,290.810447826087,0.00872249130434783,3.828264,211.074117391304,0,0,1,0,0,0,0,0,0,0,0,1,0,0,29911.5501106327,2118.3597131198,0.0708207934822737,64.2105263157895,1109311.84530024,5.78832062308056,19,19,19,"Posadas",0,"c(-55.8833325, -27.3833322222222)",836.725277309438
"23","Argentina","Salta","ARG_nat",16.0186170751205,16.6120101867303,17.4644543112022,476.439364044944,0.0124497191011236,4.75307201011236,215.771669662921,0,0,2,0,1,0,1,0,0,0,0,2,0,0,155342.123953911,10871.1241800864,0.0699818175739107,65.8421052631579,1241686.05534292,5.30263708606876,19,19,19,"Salta",0,"c(-65.4166672222222, -24.7833333333333)",1279.21267744505
"24","Bolivia","Chuquisaca","BOL",16.2370264699629,20.7308381818182,1.65380487239394,543.724303030303,0.0596707666666667,9.51394484848485,634.233803030303,0,2,15,0,0,0,0,0,1,1,0,15,0,0,50870.5720816402,2238.22650314065,0.0439984535567756,35.4285714285714,590772.714285714,5.99698844781737,7,7,7,"Sucre",0,"c(-65.2631705555555, -19.0540536111111)",416.639834900781
"25","Bolivia","Cochabamba","BOL",16.2781423965545,10.0718712027778,0.999768754138889,752.320308333333,0.137448647222222,8.63327572222222,606.162419444444,0,2,17,0,0,0,0,0,0,2,0,16,1,0,54260.0669932529,2228.81445099043,0.041076514912294,123.571428571429,1805175.71428571,6.84539613476488,7,7,7,"Cochabamba",0,"c(-66.1499997222222, -17.3999997222222)",235.15924453273
"26","Bolivia","El Beni","BOL",25.5270861942058,3.89052746120588,0.00378237704901961,740.698284313725,0.0000605180392156863,8.67821353921569,614.237812745098,0,0,1,0,0,0,0,0,0,0,0,1,0,0,219769.441520409,7431.88731063846,0.0338167456732072,31.1428571428571,432153,7.20644242730171,7,7,7,"Trinidad",0,"c(-64.9100652777778, -14.811555)",394.412876053465
"27","Bolivia","La Paz","BOL",15.9128977193047,4.47199537529412,5.49950087998529,731.286769117647,0.157316625882353,7.09882520588235,570.978116176471,0,5,10,0,0,0,0,0,0,5,0,9,1,0,131113.910773907,6786.23205605364,0.0517582918242431,351,2748678.71428571,12.769771824395,7,7,7,"La Paz",1,"c(-68.1499991666667, -16.5)",0
