"","NAME_0","NAME_1","codes","temp_mean","agri_gc_mean","barren_gc_mean","ttime_mean_mean","urban_gc_mean","cmr_mean_mean","imr_mean_mean","Battles","Riots","Protests","Armed.clash","Violence.against.civilians","Abduction.forced.disappearance","Attack","Sexual.violence","Mob.violence","Violent.demonstration","Excessive.force.against.protesters","Peaceful.protest","Protest.with.intervention","fatalities","area_km_2","road_length_km","road_density","Homicide_mean","Population_mean","Rate_mean","Homicide_obs","Rate_obs","Population_obs","capital_name","country_capital","capital_coordinates","distance_capital"
"28","Bolivia","Oruro","BOL",8.75365002173147,3.86223724344828,43.3727891034483,417.674848275862,0.0524691379310345,6.7424952,704.627410344828,0,1,4,0,0,0,0,0,1,0,0,4,0,0,51674.932628967,3738.50905460234,0.0723466652863457,38.7142857142857,502990.285714286,7.6968257268246,7,7,7,"Oruro",0,"c(-67.0959536111111, -17.9428711111111)",195.106868579864
"29","Bolivia","Pando","BOL",25.5703589571699,1.491302395,0,560.15145,0,8.57514618421053,565.652042105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63449.0244382036,3796.17320858931,0.0598302848972343,12.8571428571429,670798.714285714,1.91669163689938,7,7,7,"Cobija",0,"c(-68.7949688888889, -11.0113811111111)",611.238240651852
"30","Bolivia","Potosí","BOL",7.71032092511372,3.45951584454545,37.1284819690758,515.333504545455,0.0471848045454545,10.5199485757576,695.385084848485,0,0,2,0,0,0,0,0,0,0,0,2,0,0,119436.44438355,6256.49950373918,0.0523835043485345,38.7142857142857,839751.285714286,4.61020856685627,7,7,7,"Potosi",0,"c(-65.7499997222222, -19.5833330555556)",425.458001114792
"31","Bolivia","Santa Cruz","BOL",24.3725560316775,22.6095198826582,0.0194686835379747,764.041988607595,0.0121308037974684,5.0372969044586,449.561688535032,0,0,22,0,0,0,0,0,0,0,0,20,2,0,355513.511243798,12643.4769124371,0.0355639842440944,167.142857142857,2781822.28571429,6.00839449741988,7,7,7,"Santa Cruz",0,"c(-63.1666661111111, -17.8)",549.374761816578
"32","Bolivia","Tarija","BOL",18.506907776024,17.2634484607143,2.36166720178571,507.175192857143,0.00866000357142857,5.94963360714286,482.854639285714,0,0,5,0,0,0,0,0,0,0,0,5,0,0,37305.0880502891,2208.47691778753,0.0592004209937902,43.5714285714286,503886.142857143,8.64707815229234,7,7,7,"Tarija",0,"c(-64.7499997222222, -21.5166669444444)",660.604983740594
"33","Brazil","Rondônia","BRA_nat",25.5569805049563,13.7812700499369,0.0128461817117117,868.031292702703,0.00803581387387387,7.31731731531532,361.03371981982,3,0,2,3,10,0,10,0,0,0,0,2,0,8,237765.265905461,5254.6749488424,0.022100263168514,501.111111111111,1726588.44444444,29.0231938435306,9,9,9,"Porto Velho",0,"c(-63.9, -8.76666777777778)",1902.8668379932
"34","Brazil","Acre","BRA_nat",25.3101711310265,1.20152439037975,0,1705.1390164557,0.000468823291139241,8.08680559493671,424.283406329114,6,0,11,6,7,0,7,0,0,0,0,11,0,10,164124.174371325,3173.46324815135,0.0193357453909959,257.428571428571,765627.857142857,33.6231981408349,14,14,14,"Rio Branco",0,"c(-67.8000002777778, -9.96666666666667)",2250.4616386963
"35","Brazil","Amazonas","BRA_nat",25.9400615304618,0.799910867557461,0.00404017582161235,2453.19164288165,0.00842809660377358,7.7458111457976,311.781053460208,27,10,16,27,39,0,39,0,9,1,0,16,0,67,1559169.11006723,8597.2157829674,0.00551397262006857,1194,3893317.88888889,30.6679298756351,9,9,9,"Manaus",0,"c(-60.0109086111111, -3.13400166666667)",1927.06883881115
"36","Brazil","Roraima","BRA_nat",25.6156770637802,2.24526369526852,0.00228544759259259,1561.28312972222,0.0206618703703704,7.66168971296296,355.550221296296,6,2,9,6,9,1,8,0,2,0,0,9,0,16,223644.109828624,4335.02168530258,0.0193835719108563,157.4,509078.3,30.918622930893,10,10,10,"Boa Vista",0,"c(-60.6666669444444, 2.81666722222222)",2490.48549771547
"37","Brazil","Pará","BRA_nat",26.1137943674114,7.65749672637901,0.00453427846680942,1506.91335642398,0.00788458147751606,7.6424414496788,395.882279569892,17,3,28,17,13,0,13,0,0,3,0,28,0,30,1245870.99554716,8469.74698268479,0.00679825360166208,3606.33333333333,8178964.33333333,44.0927871348667,9,9,9,"Belem",0,"c(-48.4833325, -1.44999944444444)",1586.55408672377
"38","Brazil","Amapá","BRA_nat",26.1053803405468,2.41195852428571,0.0000886760571428571,1400.02661594203,0.0149911857142857,7.7,245.872947619048,9,1,7,9,8,0,8,0,0,1,0,7,0,18,142470.946056241,1771.4274234259,0.0124336046924726,299.666666666667,765637.777777778,39.1394828421911,9,9,9,"Macapa",0,"c(-51.05, 0.0333333333333333)",1782.92757793712
"39","Brazil","Tocantins","BRA_nat",26.7849997100823,38.094011784252,0.0679651817716535,323.12612992126,0.00211431921259843,7.33172573228346,363.096236220472,4,0,15,4,10,0,9,1,0,0,0,14,1,15,277466.766362499,12155.7883134818,0.0438098892809411,309.5625,1413775,21.8961645240579,16,16,16,"Palmas",0,"c(-48.3509983333333, -10.1633763888889)",623.523303436315
"40","Brazil","Maranhão","BRA_nat",26.9270375114333,34.9071958879452,0.270463374705479,265.15802390411,0.024374262739726,8.22711426712329,564.762382191781,1,2,22,1,9,0,9,0,2,0,0,22,0,8,329642.223741079,14852.9830856052,0.0450578900877444,1907.77777777778,6886000.22222222,27.7051657887125,9,9,9,"Sao Luis",0,"c(-44.2666666666667, -2.5166675)",1520.98535132849
"41","Brazil","Piauí","BRA_nat",27.4242249757022,45.142141990991,0.0919252700720721,284.079823873874,0.0162384595495495,8.29568318018018,509.143405405405,4,5,10,4,8,0,8,0,2,3,0,10,0,11,251756.513543219,15941.6331418557,0.0633216313552061,599.222222222222,3205909.22222222,18.6911787167468,9,9,9,"Teresina",0,"c(-42.8166672222222, -5.08333305555556)",1308.29822961565
"42","Brazil","Ceará","BRA_nat",26.925908669996,43.4713577164179,0.337317148074627,138.52238761194,0.0943878770149254,8.3,644.960907462687,13,8,12,13,38,0,38,0,7,1,0,11,1,61,148894.444318509,11353.5714860914,0.0762524856992268,3958.77777777778,8872648.44444444,44.617768894659,9,9,9,"Fortaleza",0,"c(-38.5188888888889, -3.74111083333333)",1683.17176792044
"43","Brazil","Rio Grande do Norte","BRA_nat",27.275366045701,55.9615185967742,0.785049110064516,112.63835,0.140183180645161,8.3,737.04064516129,6,2,9,6,10,0,10,0,1,1,0,9,0,25,52809.6011302061,4285.55952441346,0.0811511435931335,1576.44444444444,3402151.44444444,46.3366922427485,9,9,9,"Natal",0,"c(-35.2166666666667, -5.78333305555555)",1774.00512096789
"44","Brazil","Paraíba","BRA_nat",25.9741135417921,53.5863105540541,0.110361752,110.546732702703,0.0804971762162162,8.3,700.465905405405,4,0,11,4,23,0,23,0,0,0,0,11,0,22,56467.244016266,4610.89308797537,0.0816560674830731,1391.22222222222,3941843.33333333,35.2936964911227,9,9,9,"Joao Pessoa",0,"c(-34.8666669444444, -7.11666694444444)",1715.28640374278
"45","Brazil","Pernambuco","BRA_nat",25.3876018940465,50.5591500677966,0.20137363379661,117.077070051724,0.163657405084746,8.3,687.840669491525,12,7,31,12,14,0,14,0,1,6,0,31,0,20,98067.8769749977,10518.6360964518,0.107258731614364,4048.8125,8976973.625,45.1021989050347,16,16,16,"Recife",0,"c(-34.8999997222222, -8.04999972222222)",1654.90613940985
"46","Brazil","Alagoas","BRA_nat",25.3244594020802,69.8983704290476,0.19491819852381,101.638831428571,0.0716453228571429,8.3,797.737671428571,11,4,19,11,23,0,22,1,2,2,0,19,0,29,27843.2965205495,3117.70750362938,0.111973361391615,1924.55555555556,3296379.55555556,58.3839185724837,9,9,9,"Maceio",0,"c(-35.7166672222222, -9.66666583333333)",1486.9995415412
"47","Brazil","Sergipe","BRA_nat",25.4216006584602,64.2063545561111,0.517776096111111,105.739605,0.111796971111111,8.3,670.428994444444,11,5,2,11,2,0,2,0,0,5,0,2,0,14,21925.4257248473,2222.5272055564,0.101367573585479,953.833333333333,2173070.16666667,43.8933518100083,12,12,12,"Aracaju",0,"c(-37.0666669444444, -10.9166675)",1292.37942398807
"48","Brazil","Bahia","BRA_nat",24.5916723859594,52.4025915686192,0.362980672728033,209.258220336134,0.0341191489916318,8.06087507531381,467.145592468619,25,6,37,25,24,0,24,0,1,5,0,37,0,64,564760.447457006,43729.1670508716,0.0774295849643412,6388.22222222222,14883779,42.9207005977596,9,9,9,"Salvador",0,"c(-38.5166675, -12.9833330555556)",1059.90924841338
"49","Brazil","Minas Gerais","BRA_nat",22.6140033543363,64.6363673928571,0.0152629570515873,155.824167142857,0.0665784856706349,5.43784101984127,265.787251984127,33,4,59,33,26,0,26,0,1,3,0,58,1,38,586521.097049136,35998.32915286,0.0613760175618102,3943.66666666667,20678570.6666667,19.0712730112616,9,9,9,"Belo Horizonte",0,"c(-43.949287, -19.877212)",618.122382799367
"50","Brazil","Espírito Santo","BRA_nat",22.90787652205,53.8920824827586,0.0126649644482759,122.105647931034,0.0614091217241379,5.50673386206897,274.853472413793,13,2,17,13,10,0,10,0,0,2,0,17,0,21,46074.4484461289,3316.85263937113,0.0719889819896434,1446.88888888889,3862282.11111111,37.4620197920406,9,9,9,"Vitoria",0,"c(-40.3499994444444, -20.3166672222222)",944.999969449695
"51","Brazil","Rio de Janeiro","BRA_nat",22.2045234002156,37.1364994190323,0.0498805280322581,105.621238064516,0.502588744193548,4.18704316129032,228.727987096774,323,7,42,323,31,2,27,2,5,2,0,41,1,107,43750.4248520639,3465.88131534786,0.0792193750590369,6428.52941176471,16107593.7058824,39.9099302425108,17,17,17,"Rio de Janeiro",0,"c(-43.1748202777778, -22.9062108333333)",932.46897470349
"52","Brazil","São Paulo","BRA_nat",22.3890935786661,65.4731908391597,0.011155380210084,119.361655546218,0.488977039747899,4.49763756302521,223.674709243697,43,11,94,43,17,1,16,0,3,8,0,93,1,26,248219.482796311,18146.0657046887,0.0731049210975088,5104.22222222222,44098489.7777778,11.5745964270966,9,9,9,"Sao Paulo",0,"c(-46.5823222222222, -23.5574736111111)",871.88612478202
"53","Brazil","Paraná","BRA_nat",20.1732773730815,56.1234625510417,0.00427723448958333,138.780122708333,0.0691550916666667,2.33981847916667,259.076728125,8,3,54,8,9,0,9,0,0,3,0,53,1,13,199298.983185627,17153.0428550625,0.0860668859463583,2848.33333333333,11075420.5555556,25.717608817162,9,9,9,"Curitiba",0,"c(-49.2499997222222, -25.4166669444444)",1075.53213135781
"54","Brazil","Santa Catarina","BRA_nat",17.7773094863332,27.6485710054545,0.0531419146363636,145.975433636364,0.0532547685454545,2.07083332727273,207.500370909091,6,0,21,6,8,0,8,0,0,0,0,21,0,15,95730.6825803571,8342.57165217909,0.0871462672918504,923.75,6621161.66666667,13.9514793098995,12,12,12,"Florianopolis",0,"c(-48.5749994444444, -27.5886075)",1308.95045938977
"55","Brazil","Rio Grande do Sul","BRA_nat",18.8413544665808,60.014873619708,0.322972183051095,139.444670583942,0.00867351525547445,2.31745129927007,168.346085109489,15,1,46,15,12,0,12,0,0,1,0,46,0,27,281707.066117453,24552.9651282752,0.0871577893542729,2375.54545454545,11095347.3636364,21.4102846597756,11,11,11,"Porto Alegre",0,"c(-51.2238661111111, -30.0757061111111)",1618.49836149093
"56","Brazil","Mato Grosso do Sul","BRA_nat",24.670720845595,52.9662943018868,0.00613978973584906,287.791580188679,0.00153350408805031,3.21572099363057,247.085378343949,6,3,15,6,14,1,13,0,3,0,0,15,0,17,357145.071014928,27432.6799925443,0.076811027839714,585.666666666667,2575769.16666667,22.7375447398722,12,12,12,"Campo Grande",0,"c(-54.6166683333333, -20.4499991666667)",877.031603344247
"57","Brazil","Mato Grosso","BRA_nat",25.5028967726754,28.7318849021989,0.00768068674147727,710.664586903409,0.00401585349431818,3.41528671306818,293.501627840909,7,0,15,7,12,1,11,0,0,0,0,15,0,21,903207.466493506,17825.4115346014,0.019735677788188,1087.8,3247375.8,33.4978169141988,10,10,10,"Cuiaba",0,"c(-56.0833322222222, -15.5833333333333)",875.7022952355
"58","Brazil","Goiás","BRA_nat",24.6178014205514,61.6899257483444,0.0447282529668874,247.000751589404,0.0684156534437086,3.50920469536424,244.700908609272,6,1,7,6,7,0,7,0,1,0,0,7,0,17,340203.331485222,20453.793333464,0.0601222605439197,2546.22222222222,6579756.11111111,38.697820697677,9,9,9,"Goiania",0,"c(-49.2666666666667, -16.6666675)",174.318085559888
"59","Brazil","Distrito Federal","BRA_nat",22.1653886877139,56.0231483333333,0.0812757166666667,93.1399533333333,1.1815843,3.31250016666667,223.004633333333,2,1,11,2,4,0,4,0,0,1,0,10,1,6,5760.7808105736,684.655983325623,0.118847775299656,658.05,2575686.45990099,25.5485289162601,20,20,20,"Brasilia",1,"c(-47.9166672222222, -15.7833325)",0
"60","Chile","Aisén del General Carlos Ibáñez del Campo","CHL",5.28310858049413,2.87436006134831,12.3795137435843,1158.2298247191,0,1.31042535227273,151.566225,0,1,1,0,0,0,0,0,0,1,0,1,0,0,108273.098585306,1628.25660235838,0.0150384225041414,5.86666666666667,105652.08318195,5.55281683993235,15,15,15,"Coyhaique",0,"c(-72.063626, -45.578244)",1351.83936687471
"61","Chile","Antofagasta","CHL",13.1695777166413,0.0253362810447761,62.2746849841791,394.22217761194,0.0198473047761194,1.93666864029851,178.628634328358,0,1,14,0,0,0,0,0,0,1,0,14,0,0,123764.901565138,10144.4221608805,0.0819652585878032,18.7333333333333,591908.507660798,3.16490354351669,15,15,15,"Antofagasta",0,"c(-70.4000022222222, -23.6499997222222)",1086.4446651387
"62","Chile","Araucanía","CHL",10.0725858230956,25.8664802777778,1.36398230222222,265.479033333333,0,1.45895058148148,115.494535555556,0,9,11,0,2,0,2,0,1,8,0,9,2,0,34415.7289884499,3465.87676709468,0.100706184903358,29.1,908250.102564103,3.20396330458396,15,15,15,"Temuco",0,"c(-72.6000122222222, -38.7333327777778)",611.507119498801
"63","Chile","Arica y Parinacota","CHL",11.137737714513,0.6476262568,48.433917,414.92094,0.07642726,1.92500008,232.51317,0,3,1,0,0,0,0,0,1,2,0,1,0,1,14949.4451006878,779.462425112257,0.0521398901338749,6.33333333333333,190597.185655025,3.32288921872985,15,15,15,"Arica",0,"c(-70.3221666666667, -18.4778441666667)",1659.14083026839
"64","Chile","Atacama","CHL",10.1873467970171,0.0774777334791667,47.5051456038958,448.594328541667,0.000707304583333333,1.48952589583333,137.8881125,0,4,6,0,0,0,0,0,2,2,0,6,0,0,79805.3115594289,7422.80373843485,0.0930113997851795,7.8,287226.838986355,2.71562366091093,15,15,15,"Copiapo",0,"c(-70.3333347222222, -27.3666666666667)",675.15621321354
"65","Chile","Bío-Bío","CHL",11.482609570202,30.1798793571429,1.84005838571429,252.893836428571,0.000110229285714286,1.06666666785714,117.615927142857,0,12,29,0,3,0,3,0,1,11,1,26,2,0,38108.4262084187,4177.83207361261,0.109630139296848,53.3333333333333,1975835.60885781,2.69927989425012,15,15,15,"Concepcion",0,"c(-73.0500152777778, -36.8333316666667)",433.625563508638
"66","Chile","Coquimbo","CHL",11.6031372079277,2.47889361344828,29.6873604375862,336.122842758621,0,1.48648556206897,125.961582758621,0,0,8,0,0,0,0,0,0,0,0,8,0,0,38966.1723153739,3643.09500124381,0.0934937866557256,17.9333333333333,739186.131623932,2.42609169275609,15,15,15,"La Serena",0,"c(-71.2666733333333, -29.9000002777778)",397.716294298973
"67","Chile","Libertador General Bernardo O'Higgins","CHL",12.0893570050928,23.6005761076923,8.91478131846154,211.383346153846,0.0864197538461538,0.981730769230769,110.441903076923,0,1,1,0,0,0,0,0,0,1,0,1,0,0,15720.7427097823,1333.48931664611,0.0848235570840009,31.6,902946.189856719,3.49965483602233,15,15,15,"Rancagua",0,"c(-70.7500019444444, -34.1666658333333)",79.865443716151
"68","Chile","Los Lagos","CHL",9.01826544100151,9.29250885714286,4.64912841904762,611.147994761905,0,1.30904188095238,135.456665714286,0,5,19,0,1,0,1,0,1,4,0,17,2,0,48971.4944632127,2240.27416341942,0.0457464937097705,30.2666666666667,850092.947826087,3.5603949831682,15,15,15,"Puerto Montt",0,"c(-72.95128, -41.474625)",913.171870570755
"69","Chile","Los Ríos","CHL",10.089413998716,18.0565903125,0.53114977125,268.14826875,0,1.2010416875,104.96594125,0,6,7,0,0,0,0,0,1,5,0,6,1,0,15835.7338547354,1162.27409952838,0.0733956575798865,15.4,382199.996078431,4.02930407064676,15,15,15,"Valdivia",0,"c(-73.2333525, -39.7999983333333)",741.022572451731
"70","Chile","Magallanes y Antártica Chilena","CHL",4.41766528678567,4.32253627145985,7.67910714831387,924.147201824818,0.00232044664233577,1.36686359626866,108.876739552239,0,0,4,0,0,0,0,0,0,0,0,4,0,0,133171.819593036,3210.72345575134,0.0241096311934694,5.53333333333333,161092.316909922,3.43488345035562,15,15,15,"Punta Arenas",0,"c(-70.9166683333333, -53.1500005555556)",2188.74737837664
"71","Chile","Maule","CHL",11.3115059966251,30.69772801,14.0918820104348,266.088588695652,0,1.42771742173913,119.012165217391,0,2,5,0,1,0,1,0,0,2,0,5,0,0,29065.7122902875,2557.18088263029,0.0879792952290658,33,1025481.16084656,3.21800158403277,15,15,15,"Talca",0,"c(-71.6666716666667, -35.4333336111111)",238.431472320764
"72","Chile","Región Metropolitana de Santiago","CHL",9.94499360561526,17.20874230625,14.488838625,302.75611,0.62847221875,1.469786125,114.29995,0,31,47,0,4,0,4,0,9,22,2,33,12,3,16897.2447622518,1402.09009530606,0.0829774389276952,255.733333333333,7058739.79298246,3.62293186650079,15,15,15,"Santiago",1,"c(-70.6666708333333, -33.4499994444444)",0
"73","Chile","Tarapacá","CHL",14.724403816301,0.235559352785714,60.4808128571429,333.2887,0.0274312542857143,2.38009992142857,258.587732142857,0,1,7,0,0,0,0,0,0,1,0,7,0,0,43578.6444805141,3130.64706785276,0.0718390189775776,9.53333333333333,327125.404968944,2.91427482810098,15,15,15,"Iquique",0,"c(-70.1582888888889, -20.2089897222222)",1468.01742286944
"74","Chile","Valparaíso","CHL",12.4269327434985,9.35020059444444,11.3995298977778,576.950342222222,0.563473725666667,1.26678747058824,118.109291764706,0,15,28,0,0,0,0,0,3,12,0,27,1,1,16055.8348369052,1512.74802184511,0.0942179610846506,42.8,1801812.94812594,2.37538530536792,15,15,15,"Valparaiso",0,"c(-71.6333377777778, -33.0333330555556)",101.251184718599
"75","Colombia","CAQUETÁ","COL_nat",24.1044003904999,10.7642132218,0.0565882348,1587.343972,0,7.68595065957447,173.220912765957,1,0,0,1,1,0,1,0,0,0,0,0,0,2,90067.2573580629,1081.89173761426,0.012012042659556,277,454732.941176471,60.9148744059215,17,17,17,"Florencia",0,"c(-75.6, 1.59999944444444)",372.105952055102
"76","Colombia","CAUCA","COL_nat",19.302779175818,26.193816561,0.673276863,472.088345,0.020499963,6.71073645,225.014755,5,1,5,5,13,1,12,0,1,0,0,4,1,15,31168.4436774316,2207.03910165173,0.0708100514896673,572.058823529412,1292886.94117647,44.2466239939637,17,17,17,"Popayan",0,"c(-76.6, 2.45000027777778)",367.021135247956
"77","Colombia","PUTUMAYO","COL_nat",23.4733994050047,14.7565836190476,0.408142233333333,1318.98797142857,0,10.5944547368421,260.450942105263,1,1,1,1,3,0,3,0,1,0,0,1,0,5,25945.5952272493,255.753734450962,0.00985730842599277,221,331266.764705882,66.7136047276631,17,17,17,"Mocoa",0,"c(-76.6166675, 1.15000027777778)",474.175859643185
"78","Colombia","VALLE DEL CAUCA","COL_nat",21.2516776044194,24.1123440746667,0.923954752666667,522.152084666667,0.087733892,6.7047222,225.413893333333,0,0,5,0,8,0,8,0,0,0,0,5,0,12,20626.711570993,1274.43102394016,0.0617854678170013,3089.52941176471,4432754.35294118,69.6977356689024,17,17,17,"Cali",0,"c(-76.5166669444444, 3.45000027777778)",298.637512039288
"79","Colombia","GUAINÍA","COL_nat",25.1073288984687,1.97563550243902,0.000150557073170732,4482.73585365854,0,6.09307222222222,244.876233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70670.0403802222,0,0,3.35294117647059,38986.9411764706,8.60016476105121,17,17,17,"Inírida",0,"c(-67.923316, 3.868426)",688.632568493519
"80","Colombia","VICHADA","COL_nat",25.958708504017,5.29191591372549,0,1802.98423137255,0,5.02352941176471,207.347570588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99373.7754535897,1377.49340903909,0.0138617397069956,21.1764705882353,63207.1764705882,33.5032693607018,17,17,17,"Puerto Carreno",0,"c(-67.495058, 6.187882)",750.967736134236
"81","Colombia","CASANARE","COL_nat",25.4969105844814,28.4798346071429,0.0410114464285714,639.79065,0,5.71538461538462,215.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44303.8473496299,2330.71894933928,0.0526075970546324,128.764705882353,331976.176470588,38.7873332512344,17,17,17,"Yopal",0,"c(-72.3833333333333, 5.34999972222222)",205.969442761567
"82","Colombia","AMAZONAS","COL_nat",25.1262636765029,1.30706225517241,0,3280.09244827586,0,12.0738410555556,291.179390909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109223.577602319,442.652846926962,0.00405272246747539,10.4117647058824,72792.3529411765,14.3033770515649,17,17,17,"Leticia",0,"c(-69.9500002777778, -4.15000027777778)",1071.186260107
"83","Colombia","VAUPÉS","COL_nat",24.7428466426273,0.92425255625,0,3532.8875625,0,7.68,286.264818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53091.4253207768,1.59817459512144,0.0000301023109751775,3.70588235294118,41884.7058823529,8.84781753834054,17,17,17,"Mitu",0,"c(-70.0499997222222, 1.13333333333333)",589.89320392839
"84","Colombia","GUAVIARE","COL_nat",24.6776841110539,3.406873509375,0,2252.60545625,0,6.7278350625,189.74226875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55499.2603918518,335.451016461735,0.00604424300600202,74.7058823529412,104916.882352941,71.2048248837876,17,17,17,"San Jose del Guaviare",0,"c(-72.6333325, 2.58333305555556)",275.098564915701
"85","Colombia","CALDAS","COL_nat",19.0058884408885,26.4999825,0.3003163075,238.47454625,0.0649618835,7.39878475,172.7482625,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7421.55528232477,791.142967247812,0.106600697178933,394.176470588235,980277.647058823,40.210696609364,17,17,17,"Manizales",0,"c(-75.5333333333333, 5.08333222222222)",169.488632109987
"86","Colombia","QUINDIO","COL_nat",18.8609559560391,29.9317933333333,1.22333063333333,278.959623333333,0.1135666,7.35555566666667,182.222233333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1932.03327704368,225.972272249326,0.116960859284525,251.117647058824,552982.411764706,45.411507078036,17,17,17,"Armenia",0,"c(-75.6833330555556, 4.51666722222222)",177.790482555318
"87","Colombia","RISARALDA","COL_nat",19.0634289241107,22.3284642857143,0.751507908571429,400.170495714286,0.0491098811428571,7.20386914285714,192.2887,0,0,4,0,0,0,0,0,0,0,0,3,1,0,3553.36537409701,284.232401949797,0.0799896357469365,512.764705882353,930152.647058823,55.1269415298375,17,17,17,"Pereira",0,"c(-75.7166669444444, 4.81666694444444)",182.789330178415
"88","Colombia","ANTIOQUIA","COL_nat",22.4739570856969,21.694212475,0.157551924975,412.572575,0.0183168792,7.2777604,192.8366825,7,4,4,7,9,0,9,0,2,2,0,3,1,15,62752.4729110498,4148.93967810517,0.0661159550474801,2504.94117647059,6144560.11764706,40.7668104552586,17,17,17,"Medellin",0,"c(-75.5833325, 6.24999944444444)",246.831168273441
"89","Colombia","CHOCÓ","COL_nat",25.4052053484301,13.3669854083871,0.561728382870968,652.044083870968,0.0202110709677419,6.72123612903226,223.409990322581,3,0,0,3,5,1,4,0,0,0,0,0,0,5,48231.4754533823,623.922341180761,0.012935999475774,165.529411764706,481640,34.3678705599007,17,17,17,"Quibdo",0,"c(-76.6666666666667, 5.69999972222222)",311.177867312514
"90","Colombia","NARIÑO","COL_nat",20.746735433004,19.5789841045455,0.877665543636364,578.353772727273,0.00126262636363636,8.067274,271.941104545455,1,1,2,1,8,0,8,0,1,0,0,2,0,10,31356.6708761205,1225.80914345626,0.0390924517560876,604.647058823529,1662910.23529412,36.3607755842928,17,17,17,"Pasto",0,"c(-77.2833333333333, 1.21666694444444)",516.235453056612
"91","Colombia","CÓRDOBA","COL_nat",26.649416425876,39.7289235294118,0.0384894647058824,256.658832352941,0,7.44901582352941,224.080711764706,0,1,4,0,1,0,1,0,1,0,0,4,0,3,25063.3952782682,3058.38141386779,0.122025822116752,358.058823529412,1612408.94117647,22.2064523698411,17,17,17,"Monteria",0,"c(-75.8833330555556, 8.7666675)",501.916408715999
"92","Colombia","BOLÍVAR","COL_nat",26.4392835079386,32.6669433638462,0.00403608769230769,277.647761153846,0.0222463576923077,7.31730773076923,233.636223076923,1,1,12,1,3,0,3,0,0,1,0,12,0,6,26715.9336630529,1895.51398207852,0.0709506920471187,416.705882352941,2009437.64705882,20.7374378081781,17,17,17,"Cartagena",0,"c(-75.5333333333333, 10.4166672222222)",662.880493613417
"93","Colombia","CESAR","COL_nat",26.2133210707417,51.7776150526316,0.0142949978947368,364.7939,0,6.79857463157895,244.963452631579,1,0,1,1,1,0,1,0,0,0,0,1,0,2,22559.8304953036,2087.30167810032,0.0925229326760608,294.588235294118,978833.705882353,30.095840950692,17,17,17,"Valledupar",0,"c(-73.25, 10.4833330555556)",657.125072282397
"94","Colombia","LA GUAJIRA","COL_nat",25.8160125900264,24.7750686622941,0.0229052317647059,301.490940588235,0,7.02381158823529,251.130070588235,2,2,2,2,1,0,1,0,0,2,0,2,0,2,20603.058995084,2696.73553236024,0.130890055355552,247.411764705882,846874.235294118,29.2146997033104,17,17,17,"Riohacha",0,"c(-72.9166658333333, 11.5500002777778)",779.321364419196
"95","Colombia","MAGDALENA","COL_nat",26.3451678802037,45.3079151176471,0.0435729882352941,237.116972352941,0.0174291911764706,7.4,245,0,1,2,0,0,0,0,0,0,1,0,2,0,0,23135.0244210462,2500.95400159198,0.108102501042395,339.176470588235,1215989.76470588,27.8930366383695,17,17,17,"Santa Marta",0,"c(-74.209005, 11.243058)",734.829911548108
"96","Colombia","SUCRE","COL_nat",27.616497970865,40.0727805454545,0.000841750909090909,149.967869090909,0.0329414454545455,7.40328290909091,243.703281818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10588.2276976578,1313.00353580843,0.124005978460293,151.647058823529,819703.294117647,18.5002378191937,17,17,17,"Sincelejo",0,"c(-75.3999991666667, 9.30000027777778)",539.747810777912
"97","Colombia","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","COL_nat",26.2574293246102,0.047839505,0.02469136,527.55,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6217974798788,0,0,15.2352941176471,74052,20.5737780446808,17,17,17,"San Andrés",0,"c(-81.706461, 12.584406)",1217.68483852151
"98","Colombia","ARAUCA","COL_nat",24.4467598494759,37.6568574117647,0.0630114420588235,813.682188235294,0,4.975,220.612683333333,3,0,0,3,1,0,1,0,0,0,0,0,0,1,23777.5815182571,1021.21662535506,0.0429487172432126,199.411764705882,250388.647058824,79.640897080703,17,17,17,"Arauca",0,"c(-70.7500002777778, 7.08333333333333)",460.072960953289
"99","Colombia","BOYACÁ","COL_nat",15.0019592530767,24.85688852,0.059507549,419.690688,0,5.86019444,211.923304,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23128.5663420389,1734.85687993259,0.0750092701067805,150.941176470588,1268251.11764706,11.9015212658061,17,17,17,"Tunja",0,"c(-73.3666669444444, 5.51666694444444)",128.805281733321
